"especie_ave","zona_ecologica","tamano_promedio_cm","color_dominante","actividad_predominante","numero_vocalizaciones","franja_horaria_activa","tipo_alimentacion","duracion_canto_seg","numero_avistamientos"
"colibrí esmeralda","manglar",11.9,"blanco","vuelo",3,"mañana","néctar",4.4,8
"mosquero tropical","manglar",13.2,"gris","canto",12,"tarde","frutas",3.9,3
"reinita amarilla","agrícola",14.2,"gris","vuelo",4,"mediodía","frutas",11.2,9
"colibrí esmeralda","bosque seco",11.2,"amarillo","canto",12,"tarde","insectos",13.5,5
"mosquero tropical","manglar",12.5,"negro","alimentación",16,"tarde","néctar",19.2,7
"tordo renegrido","agrícola",12.3,"amarillo","alimentación",6,"mañana","insectos",4.6,7
"mosquero tropical","urbana",12.4,"negro","reposo",5,"mediodía","semillas",6.1,9
"pinzón costero","agrícola",12.6,"verde","reposo",4,"mediodía","insectos",3.2,3
"colibrí esmeralda","urbana",12.9,"negro","alimentación",4,"tarde","insectos",3.1,10
"reinita amarilla","bosque seco",12.3,"marrón","vuelo",4,"tarde","semillas",3.2,2
"tordo renegrido","urbana",13.1,"negro","alimentación",2,"mañana","néctar",8.7,11
"colibrí esmeralda","bosque seco",14.6,"blanco","alimentación",14,"mediodía","insectos",10.4,6
"reinita amarilla","agrícola",9.5,"verde","alimentación",6,"mañana","insectos",3.5,3
"pinzón costero","manglar",9,"negro","reposo",9,"mañana","néctar",10.8,7
"mosquero tropical","agrícola",14.4,"amarillo","canto",19,"mañana","néctar",8.9,7
"colibrí esmeralda","agrícola",12.1,"gris","reposo",1,"mañana","néctar",7.7,6
"colibrí esmeralda","bosque seco",10,"negro","canto",9,"mediodía","néctar",15.2,3
"colibrí esmeralda","manglar",11.3,"negro","canto",7,"tarde","semillas",11.1,5
"reinita amarilla","urbana",9.1,"amarillo","vuelo",5,"mañana","néctar",6.8,11
"pinzón costero","agrícola",9.5,"gris","vuelo",7,"mediodía","insectos",9.5,4
"reinita amarilla","agrícola",11,"blanco","vuelo",5,"mediodía","néctar",3,5
"reinita amarilla","manglar",9.8,"gris","alimentación",7,"tarde","semillas",3.8,2
"tordo renegrido","bosque seco",8.3,"negro","alimentación",5,"mañana","néctar",7.7,10
"pinzón costero","manglar",13.4,"negro","canto",13,"mediodía","semillas",10.4,5
"colibrí esmeralda","bosque seco",10,"negro","vuelo",7,"mañana","insectos",1.9,7
"mosquero tropical","manglar",15.4,"negro","reposo",4,"mediodía","insectos",9.3,5
"reinita amarilla","manglar",9.7,"verde","reposo",16,"tarde","néctar",4.4,7
"tordo renegrido","agrícola",11.7,"amarillo","canto",21,"mañana","insectos",16.2,7
"tordo renegrido","agrícola",12.9,"marrón","vuelo",4,"mediodía","insectos",3.4,7
"mosquero tropical","bosque seco",13,"negro","vuelo",5,"mañana","insectos",4.4,7
"mosquero tropical","bosque seco",11.7,"blanco","alimentación",4,"mañana","néctar",1,4
"reinita amarilla","agrícola",12.2,"verde","alimentación",11,"mediodía","insectos",5.8,7
"pinzón costero","manglar",11.5,"gris","alimentación",8,"tarde","insectos",1,6
"pinzón costero","urbana",10.5,"amarillo","reposo",6,"mediodía","néctar",1.7,15
"reinita amarilla","agrícola",8.8,"amarillo","canto",19,"mañana","frutas",13.9,7
"pinzón costero","urbana",13.6,"verde","canto",16,"tarde","semillas",11.3,13
"colibrí esmeralda","manglar",12.2,"negro","reposo",8,"mediodía","semillas",2,6
"colibrí esmeralda","urbana",10.5,"amarillo","canto",19,"mañana","semillas",14.8,9
"tordo renegrido","bosque seco",9.9,"gris","vuelo",3,"tarde","semillas",2.4,5
"reinita amarilla","agrícola",10.6,"negro","canto",32,"mediodía","insectos",32.5,5
"pinzón costero","agrícola",11.5,"marrón","reposo",7,"mañana","néctar",1,5
"reinita amarilla","bosque seco",12,"blanco","vuelo",7,"mañana","semillas",4.5,7
"pinzón costero","bosque seco",12.8,"negro","vuelo",5,"mañana","frutas",1,9
"reinita amarilla","agrícola",8.2,"blanco","canto",11,"tarde","frutas",15.5,8
"mosquero tropical","manglar",12.1,"gris","vuelo",10,"tarde","frutas",3.5,7
"colibrí esmeralda","bosque seco",9.6,"marrón","alimentación",3,"tarde","néctar",3.7,7
"mosquero tropical","bosque seco",12.7,"gris","reposo",9,"tarde","néctar",1.8,6
"colibrí esmeralda","urbana",14.9,"blanco","vuelo",3,"mediodía","frutas",1,9
"pinzón costero","agrícola",12.9,"verde","reposo",3,"tarde","insectos",3.4,7
"tordo renegrido","bosque seco",11.3,"verde","canto",18,"tarde","néctar",16.1,4
"pinzón costero","urbana",12,"negro","vuelo",6,"tarde","insectos",5.9,14
"reinita amarilla","agrícola",13.5,"verde","canto",14,"tarde","insectos",1.9,10
"mosquero tropical","agrícola",14.1,"gris","reposo",2,"mediodía","insectos",7.2,2
"pinzón costero","bosque seco",13.6,"negro","vuelo",6,"mediodía","semillas",1.5,9
"pinzón costero","bosque seco",12.3,"negro","canto",23,"tarde","insectos",13.4,4
"reinita amarilla","urbana",14.4,"blanco","reposo",1,"mañana","néctar",4.4,8
"mosquero tropical","agrícola",13.7,"gris","alimentación",4,"mediodía","semillas",1.5,5
"colibrí esmeralda","manglar",10.5,"marrón","reposo",4,"tarde","insectos",5.8,7
"pinzón costero","agrícola",8,"blanco","alimentación",5,"mañana","frutas",3.1,6
"colibrí esmeralda","agrícola",14.1,"amarillo","reposo",5,"tarde","insectos",3.9,2
"tordo renegrido","manglar",13.5,"gris","alimentación",5,"mañana","frutas",2.9,5
"pinzón costero","bosque seco",13.4,"gris","canto",15,"tarde","insectos",10.7,8
"tordo renegrido","bosque seco",14.5,"blanco","alimentación",6,"mediodía","frutas",6.6,8
"tordo renegrido","manglar",10.3,"marrón","canto",18,"tarde","insectos",15.3,4
"reinita amarilla","bosque seco",10.9,"verde","vuelo",6,"mediodía","néctar",2.3,2
"tordo renegrido","manglar",14.4,"amarillo","reposo",7,"mañana","frutas",1.4,4
"reinita amarilla","agrícola",11.6,"amarillo","canto",17,"mediodía","semillas",16.7,6
"reinita amarilla","urbana",13.9,"amarillo","reposo",3,"mediodía","insectos",2.8,11
"reinita amarilla","bosque seco",11.2,"blanco","canto",19,"mañana","insectos",11.5,6
"pinzón costero","manglar",12,"negro","canto",13,"mañana","insectos",11.5,2
"pinzón costero","bosque seco",11,"negro","canto",5,"mañana","frutas",12.3,7
"reinita amarilla","urbana",13.6,"negro","canto",8,"mediodía","insectos",12.6,8
"reinita amarilla","urbana",12.2,"verde","reposo",3,"mañana","frutas",8.3,15
"reinita amarilla","bosque seco",13.6,"marrón","reposo",7,"tarde","frutas",6,8
"reinita amarilla","bosque seco",12.5,"verde","canto",72,"mediodía","insectos",15.1,6
"tordo renegrido","manglar",11.4,"amarillo","alimentación",8,"mañana","néctar",2.7,4
"tordo renegrido","urbana",9.7,"blanco","alimentación",1,"mañana","semillas",4.1,14
"mosquero tropical","manglar",11.8,"blanco","canto",11,"mediodía","frutas",14.5,5
"reinita amarilla","urbana",14.1,"gris","reposo",7,"mañana","semillas",1.7,11
"reinita amarilla","manglar",12.5,"marrón","alimentación",8,"mañana","néctar",4.8,2
"colibrí esmeralda","manglar",14.3,"blanco","alimentación",5,"mediodía","insectos",3.7,7
"reinita amarilla","agrícola",11.2,"negro","reposo",3,"mañana","néctar",7.7,9
"reinita amarilla","urbana",9.4,"marrón","reposo",6,"tarde","semillas",1.4,8
"tordo renegrido","bosque seco",12.4,"marrón","alimentación",6,"tarde","semillas",1.6,4
"reinita amarilla","manglar",12.8,"gris","canto",15,"tarde","semillas",9.2,10
"reinita amarilla","bosque seco",8.3,"verde","alimentación",3,"tarde","semillas",3.5,5
"tordo renegrido","urbana",11.2,"negro","alimentación",3,"mediodía","semillas",2.1,12
"mosquero tropical","bosque seco",11.7,"gris","vuelo",8,"tarde","insectos",2.6,5
"colibrí esmeralda","bosque seco",11.6,"gris","vuelo",3,"tarde","frutas",1,4
"colibrí esmeralda","agrícola",10.1,"marrón","alimentación",7,"mediodía","néctar",1,6
"pinzón costero","manglar",11,"negro","alimentación",9,"mañana","insectos",1,7
"reinita amarilla","agrícola",14.6,"negro","vuelo",6,"mediodía","néctar",2.7,8
"colibrí esmeralda","agrícola",11.9,"blanco","reposo",4,"mediodía","semillas",1,1
"reinita amarilla","bosque seco",7.3,"marrón","alimentación",9,"mediodía","néctar",7.4,9
"tordo renegrido","manglar",13.4,"negro","reposo",6,"tarde","insectos",4.5,5
"mosquero tropical","bosque seco",10.2,"negro","alimentación",3,"mañana","insectos",4.7,4
"mosquero tropical","bosque seco",8.9,"marrón","canto",12,"mañana","néctar",9,2
"tordo renegrido","urbana",13.1,"marrón","canto",15,"mediodía","semillas",10.8,10
"reinita amarilla","bosque seco",14.6,"amarillo","canto",21,"mediodía","frutas",11.5,8
"pinzón costero","bosque seco",12.5,"negro","vuelo",5,"tarde","frutas",1.5,1
"reinita amarilla","agrícola",13.3,"amarillo","canto",12,"tarde","néctar",10.5,4
"pinzón costero","manglar",11.7,"marrón","reposo",5,"mediodía","insectos",6.7,4
"tordo renegrido","urbana",13,"marrón","alimentación",3,"mañana","semillas",1.3,11
"colibrí esmeralda","agrícola",13.1,"gris","alimentación",5,"mañana","néctar",7.2,2
"mosquero tropical","manglar",12.8,"amarillo","canto",15,"tarde","semillas",14,5
"colibrí esmeralda","bosque seco",12.2,"gris","reposo",4,"tarde","frutas",4.2,9
"tordo renegrido","agrícola",10.5,"amarillo","canto",22,"tarde","semillas",10.9,2
"pinzón costero","urbana",13.1,"blanco","reposo",7,"mediodía","néctar",1,7
"reinita amarilla","manglar",13.1,"verde","canto",10,"mañana","semillas",9.4,5
"mosquero tropical","urbana",10.3,"negro","alimentación",2,"tarde","semillas",5.4,8
"mosquero tropical","manglar",7.2,"negro","canto",12,"mediodía","frutas",12.7,5
"colibrí esmeralda","manglar",11.9,"gris","reposo",3,"mañana","frutas",3.6,3
"mosquero tropical","agrícola",11.7,"negro","reposo",4,"tarde","néctar",9.3,9
"colibrí esmeralda","agrícola",9.9,"marrón","reposo",4,"mañana","néctar",5.9,10
"colibrí esmeralda","bosque seco",13.5,"negro","reposo",7,"mañana","néctar",7.1,9
"pinzón costero","urbana",8.9,"negro","vuelo",6,"mediodía","frutas",1,11
"colibrí esmeralda","manglar",10.9,"amarillo","alimentación",4,"mediodía","frutas",6.3,6
"pinzón costero","urbana",13,"amarillo","reposo",4,"mañana","semillas",4.5,16
"reinita amarilla","manglar",14.5,"blanco","reposo",4,"mediodía","insectos",2,4
"colibrí esmeralda","urbana",10.5,"gris","vuelo",2,"tarde","semillas",1,12
"tordo renegrido","agrícola",12.2,"amarillo","vuelo",7,"mediodía","frutas",2.5,6
"mosquero tropical","urbana",9.1,"gris","alimentación",3,"tarde","insectos",5.4,6
"tordo renegrido","manglar",11.8,"verde","alimentación",10,"tarde","frutas",1.8,6
"reinita amarilla","manglar",13.4,"marrón","vuelo",33,"tarde","semillas",15.5,5
"colibrí esmeralda","agrícola",12.4,"verde","canto",15,"mañana","semillas",13.4,4
"pinzón costero","agrícola",10.7,"verde","canto",16,"mañana","insectos",14.1,6
"pinzón costero","manglar",13.2,"blanco","reposo",6,"mediodía","semillas",6.3,7
"pinzón costero","urbana",11.3,"blanco","canto",16,"mediodía","néctar",6.8,6
"tordo renegrido","manglar",12.4,"gris","reposo",5,"mañana","frutas",4.8,4
"mosquero tropical","urbana",13.7,"blanco","reposo",7,"mañana","néctar",2.7,9
"pinzón costero","manglar",13,"verde","vuelo",10,"tarde","semillas",5.3,5
"reinita amarilla","urbana",11.3,"marrón","canto",12,"mediodía","semillas",11,12
"tordo renegrido","bosque seco",11.7,"gris","reposo",3,"tarde","semillas",2.1,6
"reinita amarilla","urbana",15.2,"amarillo","vuelo",7,"tarde","frutas",4.1,11
"colibrí esmeralda","bosque seco",15.1,"verde","canto",24,"mediodía","néctar",12.9,2
"colibrí esmeralda","urbana",12.2,"marrón","vuelo",4,"tarde","frutas",4.4,16
"mosquero tropical","manglar",14.5,"amarillo","reposo",3,"mañana","semillas",2.2,5
"tordo renegrido","urbana",8.9,"blanco","canto",18,"tarde","frutas",10.1,12
"reinita amarilla","agrícola",15.1,"verde","canto",15,"mañana","néctar",14.6,6
"pinzón costero","urbana",14.5,"marrón","reposo",1,"mediodía","frutas",1.4,16
"tordo renegrido","agrícola",10.9,"blanco","vuelo",4,"tarde","insectos",1,6
"colibrí esmeralda","bosque seco",14.6,"blanco","reposo",6,"mañana","insectos",3.2,10
"tordo renegrido","bosque seco",9.1,"blanco","vuelo",4,"tarde","néctar",2.5,3
"tordo renegrido","agrícola",12.9,"negro","alimentación",3,"mañana","néctar",6,5
"pinzón costero","agrícola",10.9,"blanco","reposo",6,"mañana","frutas",1,5
"mosquero tropical","urbana",11.4,"blanco","alimentación",3,"tarde","frutas",5.9,12
"pinzón costero","bosque seco",15.8,"negro","reposo",6,"mediodía","semillas",17.8,5
"pinzón costero","urbana",12.6,"gris","canto",24,"mediodía","frutas",11.3,7
"tordo renegrido","agrícola",8.6,"verde","alimentación",4,"mediodía","semillas",5.5,8
"pinzón costero","bosque seco",15.3,"gris","vuelo",5,"mediodía","semillas",2.8,8
"colibrí esmeralda","urbana",12.8,"marrón","reposo",8,"mediodía","semillas",1,7
"reinita amarilla","manglar",11.3,"negro","alimentación",7,"mañana","frutas",1,5
"tordo renegrido","urbana",11.8,"verde","reposo",6,"mediodía","frutas",8,12
"mosquero tropical","manglar",11.1,"blanco","reposo",6,"mediodía","semillas",6.1,1
"tordo renegrido","manglar",12.6,"negro","reposo",6,"mediodía","semillas",2.5,5
"reinita amarilla","agrícola",15.5,"blanco","canto",17,"tarde","frutas",6.9,7
"reinita amarilla","urbana",16.2,"marrón","canto",14,"tarde","semillas",6.5,22
"reinita amarilla","agrícola",12.3,"marrón","reposo",6,"mediodía","frutas",1,6
"reinita amarilla","manglar",14.4,"verde","vuelo",4,"mañana","insectos",7.1,2
"pinzón costero","manglar",12.5,"verde","alimentación",5,"mañana","insectos",1,2
"colibrí esmeralda","urbana",15.7,"negro","alimentación",6,"mañana","semillas",2.5,10
"reinita amarilla","manglar",11.2,"negro","vuelo",4,"mañana","frutas",2.9,6
"colibrí esmeralda","agrícola",13.8,"gris","reposo",4,"tarde","frutas",7.6,8
"mosquero tropical","urbana",14.5,"verde","alimentación",5,"mañana","semillas",1,11
"tordo renegrido","manglar",12,"negro","vuelo",4,"mediodía","frutas",5.2,5
"colibrí esmeralda","agrícola",11.6,"verde","vuelo",7,"mediodía","insectos",1,3
"reinita amarilla","agrícola",16.7,"amarillo","reposo",3,"tarde","néctar",7.2,9
"tordo renegrido","bosque seco",13.3,"blanco","alimentación",5,"mediodía","semillas",1,7
"colibrí esmeralda","agrícola",10,"gris","canto",13,"mediodía","semillas",12.2,5
"colibrí esmeralda","urbana",9.4,"negro","reposo",4,"mañana","insectos",1.9,11
"reinita amarilla","urbana",8.5,"verde","reposo",10,"mediodía","néctar",1,7
"pinzón costero","agrícola",10,"blanco","vuelo",6,"mediodía","semillas",1.8,3
"tordo renegrido","bosque seco",11.5,"negro","canto",15,"tarde","frutas",13.7,4
"tordo renegrido","agrícola",5.9,"amarillo","canto",18,"mediodía","frutas",13.8,4
"colibrí esmeralda","urbana",10.7,"verde","alimentación",7,"mañana","semillas",5.2,10
"reinita amarilla","agrícola",9.5,"gris","reposo",8,"mañana","semillas",1.8,9
"tordo renegrido","urbana",13.8,"negro","reposo",15,"tarde","insectos",2.3,6
"pinzón costero","manglar",11.9,"blanco","alimentación",4,"mediodía","néctar",5.9,7
"pinzón costero","manglar",10.8,"gris","vuelo",30,"tarde","semillas",9.6,7
"colibrí esmeralda","agrícola",12.9,"negro","alimentación",4,"mañana","insectos",1,4
"colibrí esmeralda","agrícola",11,"amarillo","vuelo",2,"tarde","insectos",1,3
"colibrí esmeralda","manglar",11.9,"verde","alimentación",2,"mediodía","semillas",8.3,8
"colibrí esmeralda","bosque seco",8.1,"amarillo","reposo",4,"tarde","semillas",1.3,9
"colibrí esmeralda","urbana",12.7,"gris","canto",18,"mediodía","néctar",15.9,11
"colibrí esmeralda","agrícola",15,"gris","reposo",4,"tarde","néctar",6.1,8
"pinzón costero","urbana",11,"blanco","canto",6,"tarde","insectos",11.5,11
"reinita amarilla","manglar",14.4,"verde","alimentación",10,"mañana","insectos",5.7,10
"tordo renegrido","urbana",11.9,"marrón","reposo",4,"tarde","néctar",8,4
"mosquero tropical","urbana",10.7,"marrón","reposo",4,"mediodía","frutas",2.3,9
"tordo renegrido","bosque seco",7.6,"marrón","reposo",3,"tarde","semillas",7.2,5
"pinzón costero","bosque seco",12.8,"marrón","reposo",4,"tarde","insectos",1,5
"tordo renegrido","urbana",17.5,"marrón","reposo",9,"mediodía","frutas",6,9
"colibrí esmeralda","agrícola",14.7,"blanco","reposo",9,"mediodía","néctar",3.5,6
"pinzón costero","bosque seco",11.4,"verde","reposo",2,"mañana","insectos",6.3,11
"pinzón costero","manglar",11.3,"negro","canto",22,"tarde","néctar",12.1,5
"mosquero tropical","manglar",13.8,"gris","vuelo",3,"mediodía","insectos",5.5,6
"tordo renegrido","bosque seco",11.2,"verde","reposo",6,"mañana","néctar",7.5,4
"tordo renegrido","agrícola",16.1,"amarillo","alimentación",4,"mañana","frutas",7.3,3
"pinzón costero","urbana",13.6,"negro","reposo",4,"mediodía","frutas",1.8,9
"pinzón costero","bosque seco",10.4,"gris","vuelo",7,"mediodía","semillas",5.8,6
"colibrí esmeralda","urbana",12.3,"marrón","vuelo",12,"mediodía","semillas",20.8,13
"pinzón costero","agrícola",10.8,"blanco","vuelo",8,"mediodía","insectos",4.6,7
"colibrí esmeralda","manglar",13.3,"gris","alimentación",4,"tarde","insectos",3.8,10
"reinita amarilla","urbana",11.3,"amarillo","alimentación",5,"mediodía","frutas",5.2,17
"colibrí esmeralda","agrícola",10.9,"marrón","alimentación",6,"mediodía","néctar",2.4,7
"pinzón costero","urbana",13.5,"marrón","canto",15,"mediodía","néctar",8.9,8
"pinzón costero","manglar",13.3,"marrón","alimentación",16,"tarde","frutas",10.8,7
"tordo renegrido","urbana",16.5,"gris","reposo",5,"tarde","néctar",1,5
"colibrí esmeralda","bosque seco",11.6,"amarillo","alimentación",6,"mediodía","semillas",7.2,6
"pinzón costero","manglar",10.4,"negro","alimentación",5,"mañana","frutas",3.6,4
"pinzón costero","bosque seco",9.8,"negro","alimentación",6,"mañana","semillas",3,4
"mosquero tropical","agrícola",12.6,"negro","vuelo",7,"mediodía","insectos",1,9
"pinzón costero","bosque seco",11.1,"verde","alimentación",5,"tarde","néctar",5.8,4
